x,y,z,nx,ny,nz,curvature,roughness,boundary_score,boundary_flag
-1.0,-0.38,-0.1163597,0.16207328490202372,0.06256922717585524,0.9847930453306845,0.0014600773165834955,0.00266162832224624,0.5233310515285532,1.0
-1.0,-0.3469565,-0.1176291,0.16205561833734655,0.0596509828565997,0.9849770234932091,0.0014390174625902661,0.0026886811322818665,0.3964084142763987,1.0
-1.0,-0.313913,-0.1213131,0.154681649685917,0.053133465100414265,0.9865345519224692,0.0012981097182453924,0.002581079028739294,0.32165675884219913,0.0
-1.0,-0.2808696,-0.1249313,0.1497228884083395,0.05868581799708576,0.9869848182483236,0.0012936021786888324,0.0026322184962215335,0.26755193823356255,0.0
-1.0,-0.2478261,-0.1251958,0.16182751656443284,0.043748624960669905,0.9858488285212087,0.0016024306657088192,0.002929621732005623,0.3221084711966694,0.0
-1.0,-0.2147826,-0.1281825,0.16848271743319587,0.029112744265429837,0.9852745922064884,0.0010008867221779382,0.002314299144682643,0.2138975377741435,0.0
-1.0,-0.1817391,-0.1262064,0.1573342998822382,0.024900404474979952,0.9872314257242569,0.0008337747074371176,0.002110991570777999,0.18401330905638158,0.0
-1.0,-0.1486957,-0.1233488,0.15838768599088804,0.01677850424304464,0.9872344314912329,0.0010558614695280167,0.0023755924699607875,0.2244697158118369,0.0
-1.0,-0.1156522,-0.1296323,0.16363681523306833,0.017762473865590413,0.9863607287511769,0.001178463610472153,0.0025104219367126862,0.2466705945250705,0.0
-1.0,-0.0826087,-0.1306067,0.17618997246101378,0.008652836252863505,0.9843181508175943,0.0009145407184454268,0.0022121633883897614,0.197420913312056,0.0
-1.0,-0.0495652,-0.1276688,0.1728091394861426,0.011627315418279676,0.9848866974663751,0.0008742514567556273,0.0021625871767382014,0.19258863836803802,0.0
-1.0,-0.0165217,-0.1282642,0.1674175094016952,0.0025204543973273,0.985882865687078,0.0006348060016327401,0.0018420726716342668,0.14799284145814137,0.0
-1.0,0.0165217,-0.1290186,0.1851557587568732,0.004188627334466725,0.9827002596927605,0.0007511695620423286,0.002005450351296405,0.17034695556439666,0.0
-1.0,0.0495652,-0.1319297,0.18535898061855274,0.005696611251128683,0.9826543628989313,0.0007100616721830811,0.0019497950899540146,0.16025358260293976,0.0
-1.0,0.0826087,-0.128833,0.1859475090926515,-0.012549937789266608,0.9824795279921735,0.0004967424090143404,0.0016307790542771465,0.12446748686677961,0.0
-1.0,0.1156522,-0.1260697,0.15814060991202392,-0.012414069103668478,0.9873385632015711,0.0008136853004771442,0.00208506475462345,0.18156980505184728,0.0
-1.0,0.1486957,-0.1314021,0.14566175621666744,-0.025407479048250987,0.9890081459645765,0.0009881834770699566,0.002297385032550153,0.21111256886583002,0.0
-1.0,0.1817391,-0.1277597,0.14189142430545235,-0.027716356056443386,0.989494126973739,0.0012138224505967997,0.002546274838435577,0.2524287596548721,0.0
-1.0,0.2147826,-0.1309113,0.14564050661736969,-0.03267642950966705,0.9887978022764488,0.0012557493270819616,0.002590568517668369,0.26007737401245534,0.0
-1.0,0.2478261,-0.1277004,0.13900170026531192,-0.046586398235026145,0.9891957515187985,0.0011642231762504938,0.002494781034796619,0.2439300791962299,0.0
-1.0,0.2808696,-0.1277847,0.14344744400510423,-0.0498355978946441,0.9884023694785872,0.0015729651441290144,0.0029012131729032223,0.31636085642148615,0.0
-1.0,0.313913,-0.121196,0.14107775483834828,-0.053142685799148416,0.9885711517315402,0.0016430689250495536,0.0029027522098466385,0.3840661559157216,1.0
-1.0,0.3469565,-0.1223277,0.1438412763493952,-0.06633173207078474,0.98737520150076,0.0016004904493643038,0.0028329255023285182,0.41917887650893626,1.0
-1.0,0.38,-0.1155496,0.14087773569365894,-0.06098767232716744,0.9881467337445091,0.0016896430466564287,0.0028595267839451642,0.5631106784773083,1.0
-0.9661017,-0.38,-0.1225492,0.1548703627424153,0.06478552120544023,0.9858083013376245,0.0014966567307569169,0.0027559838271520153,0.4008521060317391,1.0
-0.9661017,-0.3469565,-0.1257422,0.16803135284291976,0.06567419483588846,0.9835915639097541,0.0016954013921776066,0.002775907799660608,0.3529282231080153,0.0
-0.9661017,-0.313913,-0.134697,0.16125620924175865,0.05725739167697644,0.9852502352597168,0.0014746256968443637,0.0026535489508476883,0.22452375890158255,0.0
-0.9661017,-0.2808696,-0.1305317,0.1586086037510332,0.06240542801337957,0.9853673798998088,0.0015453878686526228,0.0027273025367576995,0.23630257677517036,0.0
-0.9661017,-0.2478261,-0.1306334,0.14532779867938114,0.0553691590584086,0.9878330259493099,0.0013233234607785446,0.002521051780033772,0.1970392555079125,0.0
-0.9661017,-0.2147826,-0.1315237,0.15456044528193916,0.024074325173539753,0.9876899795085939,0.0013600358724820336,0.002555030148735926,0.2029634901693037,0.0
-0.9661017,-0.1817391,-0.1376333,0.15734619339099393,0.02755703938970145,0.9871589461709995,0.0009345165594327159,0.0021179373082504333,0.1264016084591929,0.0
-0.9661017,-0.1486957,-0.1354588,0.14370362919908078,0.023059357229362813,0.9893520773714392,0.0014285490852475162,0.0026171866791850676,0.2152890142350991,0.0
-0.9661017,-0.1156522,-0.1377472,0.16452488820805833,0.018073838644369376,0.986207329883926,0.0012393751192059637,0.002440078401225605,0.1813062579155521,0.0
-0.9661017,-0.0826087,-0.1378278,0.16514069754858804,0.012525880980117782,0.986190474664422,0.0012350725644208064,0.002435807735765071,0.1805296286583161,0.0
-0.9661017,-0.0495652,-0.1326117,0.1620744271169124,-0.00028681047905522434,0.9867784948074587,0.0006650188545284346,0.0018070997941831,0.07790771040570652,0.0
-0.9661017,-0.0165217,-0.1384135,0.16445329543265838,0.007358702882234881,0.9863574215836923,0.0008274505686149278,0.0019932141239500153,0.10726428213502118,0.0
-0.9661017,0.0165217,-0.1360885,0.17148678668835843,0.008087639835590889,0.9851532226375711,0.0007088284769095374,0.0018454776317970776,0.08601211696343153,0.0
-0.9661017,0.0495652,-0.1331412,0.17757199126211637,-0.0008922266108822025,0.9841074086962674,0.0006816751116252418,0.001831378361090957,0.08096275960731786,0.0
-0.9661017,0.0826087,-0.1371521,0.16101522937742474,-0.01695700614018658,0.9868062402778459,0.0008651327866474568,0.0020378569907300035,0.11403091692107828,0.0
-0.9661017,0.1156522,-0.1351468,0.1552177685269668,-0.02428259208307584,0.9875817941088401,0.0009615881131038892,0.002148065886583543,0.13125852389172812,0.0
-0.9661017,0.1486957,-0.1336941,0.15528547021918424,-0.025098009947857543,0.9875507645865421,0.00113915003949189,0.002338233812675847,0.16321917483476575,0.0
-0.9661017,0.1817391,-0.1328515,0.1464499490288018,-0.03920627966183969,0.9884408328597817,0.001164988917554858,0.0023908924812004032,0.1682196963175593,0.0
-0.9661017,0.2147826,-0.1355388,0.12900291137079395,-0.02656615113052866,0.9912882973544928,0.0009884634321313073,0.002175198144485954,0.13609427127446694,0.0
